vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,km_per_year,power_per_cc,brand_popularity,model_rarity,fuel_type_diesel,fuel_type_electric,fuel_type_lpg,fuel_type_petrol,transmission_type_manual,seller_type_individual,seller_type_trustmark dealer,mileage_bucket_medium,mileage_bucket_high,mileage_bucket_very_high
5,13000,23.95,998,67.05,5,299000.0,2166.6666666666665,0.06718436873747495,0.32325688374843925,0.049878425445225735,False,False,False,True,True,True,False,False,True,False
4,17865,21.4,1197,83.1,5,677000.0,3573.0,0.06942355889724311,0.32325688374843925,0.02378918315042387,False,False,False,True,True,False,False,False,True,False
4,67000,24.3,1248,88.5,5,800000.0,13400.0,0.07091346153846154,0.32325688374843925,0.0189919169350069,True,False,False,False,True,False,False,False,True,False
4,65000,24.52,1248,88.5,7,1000000.0,13000.0,0.07091346153846154,0.32325688374843925,0.02240914766379707,True,False,False,False,True,False,False,False,True,False
3,12000,21.5,1497,108.5,5,885000.0,3000.0,0.07247828991315965,0.027666425708089637,0.005520141946507196,True,False,False,False,True,False,False,False,True,False
7,67647,19.87,1461,83.8,5,575000.0,8455.875,0.05735797399041752,0.03463231911677729,0.014194650719589932,True,False,False,False,True,False,False,True,False,False
4,36643,24.0,1186,73.97,5,555000.0,7328.6,0.062369308600337264,0.1939278438588421,0.03739239009003088,True,False,False,False,True,False,False,False,True,False
2,7800,21.5,1197,81.8,5,545000.0,2600.0,0.0683375104427736,0.32325688374843925,0.046264046789774596,False,False,False,True,True,False,False,False,True,False
8,70000,18.5,1197,80.0,5,410000.0,7777.777777777777,0.06683375104427736,0.1939278438588421,0.05901294604718407,False,False,False,True,True,False,False,True,False,False
7,117000,25.1,1498,98.6,5,691000.0,14625.0,0.06582109479305741,0.09699677991719786,0.04928698166524282,True,False,False,False,True,False,False,False,False,True
7,39000,25.1,1498,98.6,5,725000.0,4875.0,0.06582109479305741,0.09699677991719786,0.04928698166524282,True,False,False,False,True,False,False,False,False,True
3,9600,19.56,1197,81.8,5,825000.0,2400.0,0.0683375104427736,0.32325688374843925,0.02378918315042387,False,False,False,True,False,False,False,True,False,False
6,76000,16.0,1997,140.0,7,776000.0,10857.142857142857,0.0701051577366049,0.06565025957810344,0.02148912400604587,True,False,False,False,True,False,False,True,False,False
4,81000,20.85,1197,83.14,5,625000.0,16200.0,0.06945697577276524,0.32325688374843925,0.05750147860944996,False,False,False,True,True,False,False,False,True,False
10,35000,17.5,1298,85.8,5,350000.0,3181.818181818182,0.06610169491525424,0.32325688374843925,0.05750147860944996,False,False,False,True,True,False,False,True,False,False
5,49411,28.09,1248,88.5,5,731000.0,8235.166666666666,0.07091346153846154,0.32325688374843925,0.022540579614904382,True,False,False,False,True,True,False,False,False,True
2,20660,30.48,1086,58.0,5,565000.0,6886.666666666667,0.053406998158379376,0.1939278438588421,0.009003088650851022,False,False,False,False,True,False,False,False,False,True
7,51200,22.07,1199,73.9,5,535000.0,6400.0,0.06163469557964971,0.040349608989945454,0.024249194979299466,True,False,False,False,True,False,False,False,True,False
5,23774,23.95,998,67.05,5,335000.0,3962.3333333333335,0.06718436873747495,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
8,51000,22.32,1582,126.32,5,550000.0,5666.666666666667,0.07984829329962073,0.1939278438588421,0.032069396070184664,True,False,False,False,False,False,False,False,True,False
5,86000,28.09,1248,88.5,5,680000.0,14333.333333333334,0.07091346153846154,0.32325688374843925,0.022540579614904382,True,False,False,False,True,False,False,False,False,True
10,38643,20.92,998,67.1,5,180000.0,3513.0,0.06723446893787574,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
5,42800,25.32,1198,77.0,6,485000.0,7133.333333333333,0.0642737896494157,0.06565025957810344,0.004205822435434054,True,False,False,False,True,False,False,False,False,True
4,26251,21.4,1197,83.1,5,662000.0,5250.2,0.06942355889724311,0.32325688374843925,0.02378918315042387,False,False,False,True,True,False,False,False,True,False
5,11800,25.32,1198,77.0,5,450000.0,1966.6666666666667,0.0642737896494157,0.06565025957810344,0.004205822435434054,True,False,False,False,True,False,False,False,False,True
12,70000,18.9,1061,67.0,5,150000.0,5384.615384615385,0.06314797360980208,0.32325688374843925,0.046264046789774596,False,False,False,True,True,True,False,True,False,False
2,22000,22.0,1582,126.2,5,1375000.0,7333.333333333333,0.0797724399494311,0.1939278438588421,0.032069396070184664,True,False,False,False,False,False,False,False,True,False
3,21000,21.5,1497,108.5,5,960000.0,5250.0,0.07247828991315965,0.027666425708089637,0.005520141946507196,True,False,False,False,False,False,False,False,True,False
2,6000,18.59,2993,261.49,5,4544999.999999981,2000.0,0.08736719011025727,0.028652165341394493,0.00768876913977788,True,False,False,False,False,False,False,True,False,False
10,53000,23.95,998,67.05,5,235000.0,4818.181818181818,0.06718436873747495,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
9,35000,15.6,1196,70.0,5,245000.0,3500.0,0.05852842809364549,0.05099559702963791,0.01767759742393376,False,False,False,True,True,False,False,True,False,False
9,97000,17.2,1968,138.1,5,699000.0,9700.0,0.07017276422764228,0.02188341985936781,0.0061115857264901095,True,False,False,False,False,False,False,True,False,False
6,43000,15.1,2179,140.0,7,849000.0,6142.857142857143,0.06424965580541533,0.06565025957810344,0.02148912400604587,True,False,False,False,True,False,False,True,False,False
9,120000,22.74,796,47.3,5,140000.0,12000.0,0.059422110552763814,0.32325688374843925,0.049878425445225735,False,False,False,True,True,True,False,False,True,False
5,62000,11.36,2755,171.5,8,1600000.0,10333.333333333334,0.062250453720508164,0.05184990471183545,0.03574949070118946,True,False,False,False,False,False,False,False,False,False
8,39000,19.01,1461,108.45,5,450000.0,4333.333333333333,0.0742299794661191,0.03463231911677729,0.014194650719589932,True,False,False,False,True,False,False,True,False,False
6,100000,20.34,1498,103.2,5,590000.0,14285.714285714286,0.06889185580774367,0.040349608989945454,0.016100414010645988,True,False,False,False,True,True,False,False,True,False
3,30000,28.4,1248,74.02,5,775000.0,7500.0,0.05931089743589743,0.32325688374843925,0.05750147860944996,True,False,False,False,True,True,False,False,False,True
11,100000,17.0,1197,80.0,5,310000.0,8333.333333333334,0.06683375104427736,0.1939278438588421,0.05901294604718407,False,False,False,True,True,True,False,True,False,False
10,54000,22.32,1582,126.32,5,435000.0,4909.090909090909,0.07984829329962073,0.1939278438588421,0.032069396070184664,True,False,False,False,True,False,False,False,True,False
4,18000,20.51,998,67.0,5,475000.0,3600.0,0.06713426853707415,0.32325688374843925,0.046264046789774596,False,False,False,True,False,False,False,False,True,False
5,100000,24.3,1248,88.5,5,800000.0,16666.666666666668,0.07091346153846154,0.32325688374843925,0.0189919169350069,True,False,False,False,True,True,False,False,True,False
7,60000,15.4,2179,120.0,7,851000.0,7500.0,0.05507113354749885,0.06565025957810344,0.01780902937504107,True,False,False,False,True,True,False,True,False,False
2,12000,16.5,1799,139.46,5,2050000.0,4000.0,0.07752084491384102,0.09699677991719786,0.0038772425576657685,False,False,False,True,False,False,False,True,False,False
6,75000,18.9,1197,81.86,5,415000.0,10714.285714285714,0.0683876357560568,0.1939278438588421,0.03739239009003088,False,False,False,True,True,False,False,True,False,False
4,49000,22.0,1582,126.2,5,1120000.0,9800.0,0.0797724399494311,0.1939278438588421,0.032069396070184664,True,False,False,False,False,False,False,False,True,False
10,120000,26.2,998,58.2,5,200000.0,10909.09090909091,0.058316633266533066,0.32325688374843925,0.046264046789774596,False,False,False,False,True,True,False,False,False,True
7,73000,20.36,1197,78.9,5,345000.0,9125.0,0.06591478696741855,0.1939278438588421,0.02668068607478478,False,False,False,True,True,False,False,False,True,False
3,15000,19.0,1199,88.7,5,725000.0,3750.0,0.07397831526271893,0.09699677991719786,0.011500295721889991,False,False,False,True,False,False,False,True,False,False
8,29500,25.8,1498,98.6,5,450000.0,3277.777777777778,0.06582109479305741,0.09699677991719786,0.023657751199316554,True,False,False,False,True,False,False,False,False,True
5,25451,13.0,1591,121.3,5,1039000.0,4241.833333333333,0.07624135763670647,0.1939278438588421,0.022014851810475126,False,False,False,True,False,False,True,False,False,False
8,45000,18.0,1198,86.7,5,350000.0,5000.0,0.07237061769616027,0.09699677991719786,0.023657751199316554,False,False,False,True,True,False,False,True,False,False
10,61000,13.14,1798,160.0,5,375000.0,5545.454545454545,0.08898776418242492,0.02188341985936781,0.0061115857264901095,False,False,False,True,True,False,False,False,False,False
5,28000,23.95,998,67.1,5,350000.0,4666.666666666667,0.06723446893787574,0.32325688374843925,0.049878425445225735,False,False,False,True,False,False,False,False,True,False
6,15000,18.7,1199,88.7,5,561000.0,2142.8571428571427,0.07397831526271893,0.09699677991719786,0.011500295721889991,False,False,False,True,True,False,False,True,False,False
5,26000,30.46,796,47.3,5,280000.0,4333.333333333333,0.059422110552763814,0.32325688374843925,0.049878425445225735,False,False,False,False,True,False,False,False,False,True
3,52000,13.68,2393,147.8,7,1650000.0,13000.0,0.06176347680735479,0.05184990471183545,0.03574949070118946,True,False,False,False,True,False,False,False,False,False
5,43782,23.1,998,67.04,5,425000.0,7297.0,0.06717434869739479,0.32325688374843925,0.01537753827955576,False,False,False,True,True,False,False,False,True,False
4,80000,11.36,2755,171.5,7,1825000.0,16000.0,0.062250453720508164,0.05184990471183545,0.03574949070118946,True,False,False,False,False,False,False,False,False,False
5,56000,20.77,1248,88.8,7,825000.0,9333.333333333334,0.07115384615384615,0.32325688374843925,0.02240914766379707,True,False,False,False,True,False,False,False,True,False
4,15000,20.51,998,67.0,5,505000.0,3000.0,0.06713426853707415,0.32325688374843925,0.046264046789774596,False,False,False,True,False,True,False,False,True,False
14,85000,17.7,1497,78.0,5,175000.0,5666.666666666667,0.052104208416833664,0.09699677991719786,0.04928698166524282,False,False,False,True,True,False,False,True,False,False
4,60000,25.47,1248,88.5,7,855000.0,12000.0,0.07091346153846154,0.32325688374843925,0.02240914766379707,True,False,False,False,True,False,False,False,False,True
5,63000,21.3,1493,113.42,5,751000.0,10500.0,0.07596784996651039,0.1939278438588421,0.032069396070184664,True,False,False,False,False,False,False,False,True,False
5,119851,12.98,2494,178.4,5,1250000.0,19975.166666666668,0.07153167602245389,0.05184990471183545,0.002168627193270684,False,False,False,True,False,False,False,False,False,False
3,30000,21.4,1197,83.1,5,490000.0,7500.0,0.06942355889724311,0.32325688374843925,0.02378918315042387,False,False,False,True,True,True,False,False,True,False
6,82503,27.3,1498,98.6,5,611000.0,11786.142857142857,0.06582109479305741,0.09699677991719786,0.011500295721889991,True,False,False,False,True,False,False,False,False,True
8,34000,15.6,1196,70.0,5,295000.0,3777.777777777778,0.05852842809364549,0.05099559702963791,0.01767759742393376,False,False,False,True,True,False,False,True,False,False
5,39000,27.3,1498,98.6,5,485000.0,6500.0,0.06582109479305741,0.09699677991719786,0.011500295721889991,True,False,False,False,True,False,False,False,False,True
3,54000,28.4,1248,74.0,5,685000.0,13500.0,0.05929487179487179,0.32325688374843925,0.05086416507853059,True,False,False,False,True,True,False,False,False,True
3,42000,13.68,2393,147.51,7,2090000.0,10500.0,0.061642290012536564,0.05184990471183545,0.03574949070118946,True,False,False,False,False,False,False,False,False,False
7,45260,18.19,1197,103.2,5,499000.0,5657.5,0.0862155388471178,0.040349608989945454,0.016100414010645988,False,False,False,True,False,False,False,True,False,False
5,110000,24.3,1248,88.5,5,710000.0,18333.333333333332,0.07091346153846154,0.32325688374843925,0.0189919169350069,True,False,False,False,True,False,False,False,True,False
7,79600,20.45,1461,83.8,5,550000.0,9950.0,0.05735797399041752,0.03463231911677729,0.014194650719589932,True,False,False,False,True,False,False,False,True,False
6,31000,22.8,1373,80.9,7,685000.0,4428.571428571428,0.058922068463219235,0.32325688374843925,0.02240914766379707,False,False,False,False,True,False,False,False,True,False
4,27001,19.12,1373,91.1,5,845000.0,5400.2,0.0663510560815732,0.32325688374843925,0.022540579614904382,False,False,False,True,False,False,False,True,False,False
12,67500,16.8,1497,118.0,5,290000.0,5192.307692307692,0.0788243152972612,0.09699677991719786,0.04928698166524282,False,False,False,True,False,False,False,True,False,False
5,22500,17.21,1197,103.5,5,680000.0,3750.0,0.08646616541353383,0.040349608989945454,0.024249194979299466,False,False,False,True,False,False,False,True,False,False
4,50000,23.9,1582,126.2,5,1100000.0,10000.0,0.0797724399494311,0.1939278438588421,0.032069396070184664,True,False,False,False,True,True,False,False,True,False
4,80000,26.8,1248,74.0,5,480000.0,16000.0,0.05929487179487179,0.32325688374843925,0.004665834264309654,True,False,False,False,True,True,False,False,False,True
5,50000,19.87,1461,83.8,5,850000.0,8333.333333333334,0.05735797399041752,0.03463231911677729,0.014194650719589932,True,False,False,False,True,True,False,True,False,False
7,34000,20.51,998,67.04,5,325000.0,4250.0,0.06717434869739479,0.32325688374843925,0.046264046789774596,False,False,False,True,True,False,False,False,True,False
7,79000,12.99,2494,100.6,7,1140000.0,9875.0,0.04033680834001604,0.05184990471183545,0.03574949070118946,True,False,False,False,True,False,False,False,False,False
5,47500,18.9,1197,82.0,5,450000.0,7916.666666666667,0.06850459482038429,0.1939278438588421,0.03739239009003088,False,False,False,True,True,False,False,True,False,False
3,25000,21.19,1396,88.73,5,850000.0,6250.0,0.06356017191977077,0.1939278438588421,0.05901294604718407,True,False,False,False,True,True,False,False,True,False
8,60000,22.74,796,47.3,5,180000.0,6666.666666666667,0.059422110552763814,0.32325688374843925,0.049878425445225735,False,False,False,True,True,True,False,False,True,False
10,31000,16.5,1493,70.0,7,448000.0,2818.181818181818,0.04688546550569324,0.06565025957810344,0.013603206939607019,True,False,False,False,True,False,False,True,False,False
7,90000,23.4,1248,74.0,5,580000.0,11250.0,0.05929487179487179,0.32325688374843925,0.05750147860944996,True,False,False,False,True,False,False,False,True,False
6,48000,26.6,998,58.16,5,325000.0,6857.142857142857,0.05827655310621242,0.32325688374843925,0.046264046789774596,False,False,False,False,True,False,False,False,False,True
5,14000,20.68,1995,188.0,5,2850000.0,2333.3333333333335,0.09423558897243108,0.028652165341394493,0.003548662679897483,True,False,False,False,False,False,False,False,True,False
3,60000,16.0,1997,140.0,7,1000000.0,15000.0,0.0701051577366049,0.06565025957810344,0.02148912400604587,True,False,False,False,True,True,False,True,False,False
11,69000,20.92,998,67.1,5,150000.0,5750.0,0.06723446893787574,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
2,7000,19.27,2143,170.0,5,3800000.0,2333.3333333333335,0.07932804479701354,0.021357692054938555,0.007623053164224223,True,False,False,False,False,False,False,True,False,False
5,30000,14.04,1997,184.0,5,3000000.0,5000.0,0.09213820731096645,0.028652165341394493,0.00768876913977788,False,False,False,True,False,False,False,False,False,False
7,68880,20.77,1248,88.76,7,645000.0,8610.0,0.07112179487179487,0.32325688374843925,0.02240914766379707,True,False,False,False,True,False,False,False,True,False
3,43214,15.96,2523,62.1,7,755000.0,10803.5,0.02461355529131986,0.06565025957810344,0.013603206939607019,True,False,False,False,True,False,False,True,False,False
5,59000,19.12,1373,91.1,5,690000.0,9833.333333333334,0.0663510560815732,0.32325688374843925,0.022540579614904382,False,False,False,True,False,False,False,True,False,False
7,55000,18.88,1995,184.0,5,1685000.0,6875.0,0.09223057644110276,0.028652165341394493,0.009988828284155878,True,False,False,False,False,False,False,True,False,False
8,47000,20.46,1461,83.8,5,625000.0,5222.222222222223,0.05735797399041752,0.03463231911677729,0.014194650719589932,True,False,False,False,True,False,False,False,True,False
6,71893,21.7,1498,98.96,5,611000.0,10270.42857142857,0.06606141522029373,0.05099559702963791,0.024380626930406782,True,False,False,False,True,False,False,False,True,False
2,15000,18.15,1198,82.0,6,570000.0,5000.0,0.06844741235392321,0.06565025957810344,0.0017743313399487416,False,False,False,True,True,True,False,True,False,False
6,48000,20.64,1498,108.49,5,699000.0,6857.142857142857,0.07242323097463284,0.040349608989945454,0.016100414010645988,True,False,False,False,True,False,False,False,True,False
10,80000,12.8,2494,102.0,8,750000.0,7272.727272727273,0.0408981555733761,0.05184990471183545,0.03574949070118946,True,False,False,False,True,True,False,False,False,False
8,51500,16.93,1197,103.2,5,475000.0,5722.222222222223,0.0862155388471178,0.040349608989945454,0.016100414010645988,False,False,False,True,False,False,False,True,False,False
5,65000,22.74,796,47.3,5,285000.0,10833.333333333334,0.059422110552763814,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
8,38900,19.87,1461,83.8,5,500000.0,4322.222222222223,0.05735797399041752,0.03463231911677729,0.014194650719589932,True,False,False,False,True,True,False,True,False,False
4,22000,14.7,1798,177.5,5,1399000.0,4400.0,0.09872080088987764,0.02188341985936781,0.0038115265821121115,False,False,False,True,False,False,False,False,False,False
8,89172,19.27,2143,170.0,5,1400000.0,9908.0,0.07932804479701354,0.021357692054938555,0.007623053164224223,True,False,False,False,False,False,False,True,False,False
3,25000,13.68,2393,147.51,8,1925000.0,6250.0,0.061642290012536564,0.05184990471183545,0.03574949070118946,True,False,False,False,True,False,False,False,False,False
6,140000,16.0,2179,140.0,7,1050000.0,20000.0,0.06424965580541533,0.06565025957810344,0.02148912400604587,True,False,False,False,True,False,False,True,False,False
5,108000,12.99,2494,100.6,7,1125000.0,18000.0,0.04033680834001604,0.05184990471183545,0.03574949070118946,True,False,False,False,True,False,False,False,False,False
4,95079,25.2,1248,74.0,5,610000.0,19015.8,0.05929487179487179,0.32325688374843925,0.05086416507853059,True,False,False,False,True,False,False,False,False,True
8,61000,16.8,1497,116.3,5,495000.0,6777.777777777777,0.07768871075484302,0.09699677991719786,0.04928698166524282,False,False,False,False,True,False,False,True,False,False
4,25000,22.0,1582,126.2,5,975000.0,5000.0,0.0797724399494311,0.1939278438588421,0.032069396070184664,True,False,False,False,False,False,False,False,True,False
3,27000,18.6,1197,81.83,5,615000.0,6750.0,0.06836257309941521,0.1939278438588421,0.05901294604718407,False,False,False,True,True,False,False,True,False,False
10,120000,21.21,1197,81.8,5,324000.0,10909.09090909091,0.0683375104427736,0.32325688374843925,0.05750147860944996,False,False,False,True,True,False,False,False,True,False
7,36000,18.9,1197,82.0,5,440000.0,4500.0,0.06850459482038429,0.1939278438588421,0.03739239009003088,False,False,False,True,True,False,False,True,False,False
2,2950,20.04,1462,103.25,5,1100000.0,983.3333333333334,0.07062243502051983,0.32325688374843925,0.022540579614904382,False,False,False,True,False,False,False,False,True,False
5,16393,21.63,998,67.04,5,450000.0,2732.1666666666665,0.06717434869739479,0.32325688374843925,0.01537753827955576,False,False,False,True,False,False,False,False,True,False
11,125000,12.8,2494,102.0,7,550000.0,10416.666666666666,0.0408981555733761,0.05184990471183545,0.03574949070118946,True,False,False,False,True,True,False,False,False,False
4,37000,16.0,2179,140.0,7,1160000.0,7400.0,0.06424965580541533,0.06565025957810344,0.02148912400604587,True,False,False,False,False,False,False,True,False,False
4,13500,18.78,1198,74.0,5,520000.0,2700.0,0.06176961602671119,0.040349608989945454,0.024249194979299466,False,False,False,True,True,False,False,True,False,False
6,82000,15.4,2179,120.0,8,925000.0,11714.285714285714,0.05507113354749885,0.06565025957810344,0.01780902937504107,True,False,False,False,True,False,False,True,False,False
8,42406,20.77,1248,88.76,7,625000.0,4711.777777777777,0.07112179487179487,0.32325688374843925,0.02240914766379707,True,False,False,False,True,False,False,False,True,False
4,20000,18.15,1198,82.0,6,450000.0,4000.0,0.06844741235392321,0.06565025957810344,0.004205822435434054,False,False,False,True,True,False,False,True,False,False
6,65122,26.0,1498,98.6,5,650000.0,9303.142857142857,0.06582109479305741,0.09699677991719786,0.04928698166524282,True,False,False,False,True,False,False,False,False,True
11,55000,17.0,1497,118.0,5,325000.0,4583.333333333333,0.0788243152972612,0.09699677991719786,0.04928698166524282,False,False,False,True,True,False,False,True,False,False
3,7000,24.0,1199,83.81,5,525000.0,1750.0,0.06989991659716431,0.027666425708089637,0.009331668528619308,False,False,False,True,True,False,False,False,True,False
7,87500,26.2,998,58.2,5,340000.0,10937.5,0.058316633266533066,0.32325688374843925,0.046264046789774596,False,False,False,False,True,False,False,False,False,True
3,17000,21.4,1197,83.1,5,625000.0,4250.0,0.06942355889724311,0.32325688374843925,0.02378918315042387,False,False,False,True,True,False,False,False,True,False
5,30000,20.51,998,67.0,5,425000.0,5000.0,0.06713426853707415,0.32325688374843925,0.046264046789774596,False,False,False,True,False,True,False,False,True,False
2,19000,30.47,998,58.33,5,529000.0,6333.333333333333,0.05844689378757515,0.32325688374843925,0.01537753827955576,False,False,False,False,True,False,False,False,False,True
6,13000,18.9,1197,82.0,5,480000.0,1857.142857142857,0.06850459482038429,0.1939278438588421,0.03739239009003088,False,False,False,True,True,True,False,True,False,False
3,65411,19.67,1582,126.2,5,1360000.0,16352.75,0.0797724399494311,0.1939278438588421,0.022014851810475126,True,False,False,False,True,False,False,True,False,False
3,20286,20.73,1373,91.1,5,810000.0,5071.5,0.0663510560815732,0.32325688374843925,0.022540579614904382,False,False,False,True,True,False,False,False,True,False
4,50000,24.3,1248,88.5,5,800000.0,10000.0,0.07091346153846154,0.32325688374843925,0.0189919169350069,True,False,False,False,True,True,False,False,True,False
5,30000,22.0,1197,81.8,5,575000.0,5000.0,0.0683375104427736,0.32325688374843925,0.05086416507853059,False,False,False,True,True,False,False,False,True,False
8,27562,16.95,1197,78.9,5,360000.0,3062.4444444444443,0.06591478696741855,0.1939278438588421,0.02668068607478478,False,False,False,True,False,False,False,True,False,False
6,40000,12.97,2179,187.7,5,4544999.999999981,5714.285714285715,0.08614043139054611,0.0032857987776828547,0.0032857987776828547,True,False,False,False,False,True,False,False,False,False
3,23206,19.34,1462,103.0,7,800000.0,5801.5,0.0704514363885089,0.32325688374843925,0.02240914766379707,False,False,False,True,True,False,False,True,False,False
4,33000,24.7,796,47.3,5,330000.0,6600.0,0.059422110552763814,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
6,190000,22.54,1396,88.73,5,525000.0,27142.85714285714,0.06356017191977077,0.1939278438588421,0.05901294604718407,True,False,False,False,True,True,False,False,True,False
5,53000,20.73,1373,91.1,5,635000.0,8833.333333333334,0.0663510560815732,0.32325688374843925,0.022540579614904382,False,False,False,True,True,False,False,False,True,False
4,21356,17.1,1956,170.0,5,1645000.0,4271.2,0.0869120654396728,0.002694354997699941,0.002562923046592627,True,False,False,False,True,False,False,True,False,False
9,33500,15.04,1598,103.6,5,325000.0,3350.0,0.06483103879849812,0.040349608989945454,0.016100414010645988,False,False,False,True,True,False,False,True,False,False
8,80000,18.5,1197,82.85,5,400000.0,8888.888888888889,0.06921470342522974,0.1939278438588421,0.05901294604718407,False,False,False,True,True,True,False,True,False,False
11,105000,16.8,1497,118.0,5,375000.0,8750.0,0.0788243152972612,0.09699677991719786,0.04928698166524282,False,False,False,True,False,False,False,True,False,False
14,62683,16.4,1497,78.0,5,225000.0,4178.866666666667,0.052104208416833664,0.09699677991719786,0.04928698166524282,False,False,False,True,False,False,False,True,False,False
6,41000,25.2,1248,74.0,5,545000.0,5857.142857142857,0.05929487179487179,0.32325688374843925,0.05086416507853059,True,False,False,False,True,False,False,False,False,True
11,21000,10.8,2497,150.0,5,1399000.0,1750.0,0.060072086503804564,0.028652165341394493,0.00768876913977788,False,False,False,True,False,False,False,False,False,False
11,106000,20.54,1598,103.6,5,300000.0,8833.333333333334,0.06483103879849812,0.040349608989945454,0.016100414010645988,True,False,False,False,True,True,False,False,True,False
7,53000,17.21,1197,103.6,5,535000.0,6625.0,0.08654970760233918,0.040349608989945454,0.024249194979299466,False,False,False,True,False,False,False,True,False,False
11,70000,20.92,998,67.1,5,180000.0,5833.333333333333,0.06723446893787574,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
9,40000,21.9,1396,88.76,5,435000.0,4000.0,0.06358166189111748,0.1939278438588421,0.05901294604718407,True,False,False,False,True,False,False,False,True,False
5,66000,21.66,1498,103.52,5,750000.0,11000.0,0.06910547396528705,0.02188341985936781,0.011960307550765591,True,False,False,False,False,False,False,False,True,False
7,41305,22.0,1197,81.8,5,425000.0,5163.125,0.0683375104427736,0.32325688374843925,0.05086416507853059,False,False,False,True,True,False,False,False,True,False
7,54027,26.0,1498,98.6,5,545000.0,6753.375,0.06582109479305741,0.09699677991719786,0.04928698166524282,True,False,False,False,True,False,False,False,False,True
4,36000,24.04,999,67.0,5,411000.0,7200.0,0.06706706706706707,0.03463231911677729,0.01964907669054347,False,False,False,True,False,False,False,False,True,False
4,43000,10.91,3198,197.0,7,2875000.0,8600.0,0.06160100062539087,0.05099559702963791,0.002760070973253598,True,False,False,False,False,False,False,False,False,False
4,50000,14.7,1798,177.5,5,1600000.0,10000.0,0.09872080088987764,0.02188341985936781,0.0038115265821121115,False,False,False,True,False,True,False,False,False,False
8,74000,17.68,1968,174.33,5,1600000.0,8222.222222222223,0.08858231707317074,0.012486035355194849,0.004205822435434054,True,False,False,False,False,False,False,True,False,False
13,82400,19.3,1248,73.9,5,255000.0,5885.714285714285,0.059214743589743594,0.32325688374843925,0.05750147860944996,True,False,False,False,True,False,False,True,False,False
7,62485,22.74,796,47.3,5,260000.0,7810.625,0.059422110552763814,0.32325688374843925,0.049878425445225735,False,False,False,True,True,False,False,False,True,False
5,59000,26.21,1248,88.5,5,710000.0,9833.333333333334,0.07091346153846154,0.32325688374843925,0.022540579614904382,True,False,False,False,True,False,False,False,False,True
5,65000,13.68,2393,147.51,7,1700000.0,10833.333333333334,0.061642290012536564,0.05184990471183545,0.03574949070118946,True,False,False,False,True,False,False,False,False,False
9,30000,18.9,998,67.1,5,300000.0,3000.0,0.06723446893787574,0.32325688374843925,0.046264046789774596,False,False,False,True,True,True,False,True,False,False
8,57000,32.52,998,58.33,5,265000.0,6333.333333333333,0.05844689378757515,0.32325688374843925,0.046264046789774596,False,False,False,False,True,False,False,False,False,True
2,9000,19.56,1197,81.8,5,890000.0,3000.0,0.0683375104427736,0.05184990471183545,0.0005257278044292567,False,False,False,True,False,False,False,True,False,False
6,20000,20.4,1197,81.8,5,450000.0,2857.1428571428573,0.0683375104427736,0.32325688374843925,0.05086416507853059,False,False,False,True,True,True,False,False,True,False
6,26000,15.6,1196,70.02,5,290000.0,3714.285714285714,0.058545150501672236,0.05099559702963791,0.01767759742393376,False,False,False,True,True,True,False,True,False,False
4,27724,17.5,1199,88.7,5,750000.0,5544.8,0.07397831526271893,0.09699677991719786,0.006637313530919366,False,False,False,True,True,False,False,True,False,False
3,25000,21.5,1497,108.5,5,1000000.0,6250.0,0.07247828991315965,0.027666425708089637,0.005520141946507196,True,False,False,False,True,True,False,False,True,False
9,48000,17.0,1197,80.0,5,310000.0,4800.0,0.06683375104427736,0.1939278438588421,0.05901294604718407,False,False,False,True,True,True,False,True,False,False
6,55199,18.6,1197,81.83,5,545000.0,7885.571428571428,0.06836257309941521,0.1939278438588421,0.05901294604718407,False,False,False,True,True,False,False,True,False,False
6,61058,25.8,1498,98.6,5,475000.0,8722.57142857143,0.06582109479305741,0.09699677991719786,0.023657751199316554,True,False,False,False,True,False,False,False,False,True
4,60000,13.68,2393,147.8,7,1625000.0,12000.0,0.06176347680735479,0.05184990471183545,0.03574949070118946,True,False,False,False,True,True,False,False,False,False
7,36348,18.0,1497,117.3,5,695000.0,4543.5,0.0783567134268537,0.09699677991719786,0.04928698166524282,False,False,False,True,False,False,True,True,False,False
3,15000,25.17,799,53.3,5,331000.0,3750.0,0.06670838548185232,0.03463231911677729,0.01964907669054347,False,False,False,True,True,False,False,False,False,True
5,37072,21.4,1197,83.1,5,615000.0,6178.666666666667,0.06942355889724311,0.32325688374843925,0.02378918315042387,False,False,False,True,True,False,False,False,True,False
13,45000,19.81,1086,68.05,5,210000.0,3214.285714285714,0.06266114180478821,0.1939278438588421,0.02668068607478478,False,False,False,True,True,False,False,True,False,False
